State,Gender,Race,Year,Deaths,Population
Tennessee,Female,White,2015,71,2684135
Tennessee,Female,White,2015,32,2684135
Tennessee,Female,White,2015,33,2684135
Tennessee,Female,White,2016,510,2702731
Tennessee,Female,White,2016,69,2702731
Tennessee,Female,White,2016,28,2702731
Tennessee,Female,White,2016,49,2702731
Tennessee,Female,White,2017,576,2723603
Tennessee,Female,White,2017,57,2723603
Tennessee,Female,White,2017,27,2723603
Tennessee,Female,White,2017,56,2723603
Tennessee,Female,White,2018,586,2743738
Tennessee,Female,White,2018,62,2743738
Tennessee,Female,White,2018,20,2743738
Tennessee,Female,White,2018,49,2743738
Tennessee,Male,Black or African American,1999,32,441667
Tennessee,Male,Black or African American,2000,29,447207
Tennessee,Male,Black or African American,2001,29,455746
Tennessee,Male,Black or African American,2002,25,461730
Tennessee,Male,Black or African American,2003,22,467559
Tennessee,Male,Black or African American,2004,35,476334
Tennessee,Male,Black or African American,2005,52,484756
Tennessee,Male,Black or African American,2005,12,484756
Tennessee,Male,Black or African American,2006,61,494284
Tennessee,Male,Black or African American,2006,10,494284
Tennessee,Male,Black or African American,2007,75,501624
Tennessee,Male,Black or African American,2008,39,506764
Tennessee,Male,Black or African American,2009,54,513012
Tennessee,Male,Black or African American,2010,60,518155
Tennessee,Male,Black or African American,2011,58,526209
Tennessee,Male,Black or African American,2012,59,535092
Tennessee,Male,Black or African American,2013,62,540537
Tennessee,Male,Black or African American,2014,52,547451
Tennessee,Male,Black or African American,2015,77,553910
Tennessee,Male,Black or African American,2016,101,558021
Tennessee,Male,Black or African American,2017,131,564074
Tennessee,Male,Black or African American,2018,129,567970
Tennessee,Male,White,1999,105,2263315
Tennessee,Male,White,1999,50,2263315
Tennessee,Male,White,1999,21,2263315
Tennessee,Male,White,1999,13,2263315
Tennessee,Male,White,2000,137,2282833
Tennessee,Male,White,2000,45,2282833
Tennessee,Male,White,2000,27,2282833
Tennessee,Male,White,2000,13,2282833
Tennessee,Male,White,2001,170,2303940
Tennessee,Male,White,2001,36,2303940
Tennessee,Male,White,2001,19,2303940
Tennessee,Male,White,2001,21,2303940
Tennessee,Male,White,2002,182,2317244
Tennessee,Male,White,2002,35,2317244
Tennessee,Male,White,2002,25,2317244
Tennessee,Male,White,2002,16,2317244
Tennessee,Male,White,2003,251,2331905
Tennessee,Male,White,2003,40,2331905
Tennessee,Male,White,2003,55,2331905
Tennessee,Male,White,2003,25,2331905
Tennessee,Male,White,2004,281,2356193
Tennessee,Male,White,2004,46,2356193
Tennessee,Male,White,2004,64,2356193
Tennessee,Male,White,2004,25,2356193
Tennessee,Male,White,2005,323,2384740
Tennessee,Male,White,2005,51,2384740
Tennessee,Male,White,2005,63,2384740
Tennessee,Male,White,2005,32,2384740
Tennessee,Male,White,2006,367,2416954
Tennessee,Male,White,2006,48,2416954
Tennessee,Male,White,2006,75,2416954
Tennessee,Male,White,2006,26,2416954
Tennessee,Male,White,2007,377,2452442
Tennessee,Male,White,2007,47,2452442
Tennessee,Male,White,2007,65,2452442
Tennessee,Male,White,2007,23,2452442
Tennessee,Male,White,2008,401,2475954
Tennessee,Male,White,2008,42,2475954
Tennessee,Male,White,2008,42,2475954
Tennessee,Male,White,2008,24,2475954
Tennessee,Male,White,2009,413,2497273
Tennessee,Male,White,2009,43,2497273
Tennessee,Male,White,2009,39,2497273
Tennessee,Male,White,2009,18,2497273
Tennessee,Male,White,2010,501,2509581
Tennessee,Male,White,2010,50,2509581
Tennessee,Male,White,2010,34,2509581
Tennessee,Male,White,2010,24,2509581
Tennessee,Male,White,2011,495,2526929
Tennessee,Male,White,2011,46,2526929
Tennessee,Male,White,2011,23,2526929
Tennessee,Male,White,2011,15,2526929
Tennessee,Male,White,2012,484,2542451
Tennessee,Male,White,2012,43,2542451
Tennessee,Male,White,2012,23,2542451
Tennessee,Male,White,2012,58,2542451
Tennessee,Male,White,2013,498,2553188
Tennessee,Male,White,2013,49,2553188
Tennessee,Male,White,2013,31,2553188
Tennessee,Male,White,2013,48,2553188
Tennessee,Male,White,2014,600,2567445
Tennessee,Male,White,2014,45,2567445
Tennessee,Male,White,2014,14,2567445
Tennessee,Male,White,2014,36,2567445
Tennessee,Male,White,2015,662,2583505
Tennessee,Male,White,2015,46,2583505
Tennessee,Male,White,2015,23,2583505
Tennessee,Male,White,2015,47,2583505
Tennessee,Male,White,2016,768,2602563
Tennessee,Male,White,2016,49,2602563
Tennessee,Male,White,2016,19,2602563
Tennessee,Male,White,2016,51,2602563
Tennessee,Male,White,2017,828,2627077
Tennessee,Male,White,2017,40,2627077
Tennessee,Male,White,2017,22,2627077
Tennessee,Male,White,2017,54,2627077
Tennessee,Male,White,2018,903,2647469
Tennessee,Male,White,2018,31,2647469
Tennessee,Male,White,2018,19,2647469
Tennessee,Male,White,2018,67,2647469
Texas,Female,Black or African American,1999,33,1273788
Texas,Female,Black or African American,1999,11,1273788
Texas,Female,Black or African American,2000,30,1287939
Texas,Female,Black or African American,2000,12,1287939
Texas,Female,Black or African American,2001,51,1319089
Texas,Female,Black or African American,2001,10,1319089
Texas,Female,Black or African American,2002,43,1344674
Texas,Female,Black or African American,2002,12,1344674
Texas,Female,Black or African American,2003,59,1369379
Texas,Female,Black or African American,2003,11,1369379
Texas,Female,Black or African American,2003,14,1369379
Texas,Female,Black or African American,2004,68,1394787
Texas,Female,Black or African American,2005,60,1422960
Texas,Female,Black or African American,2005,11,1422960
Texas,Female,Black or African American,2006,77,1504564
Texas,Female,Black or African American,2006,16,1504564
Texas,Female,Black or African American,2007,69,1533671
Texas,Female,Black or African American,2007,12,1533671
Texas,Female,Black or African American,2008,37,1565986
Texas,Female,Black or African American,2009,71,1603937
Texas,Female,Black or African American,2009,14,1603937
Texas,Female,Black or African American,2010,70,1631174
Texas,Female,Black or African American,2011,101,1669673
Texas,Female,Black or African American,2012,77,1708678
Texas,Female,Black or African American,2013,84,1746679
Texas,Female,Black or African American,2013,10,1746679
Texas,Female,Black or African American,2014,94,1789934
Texas,Female,Black or African American,2014,16,1789934
Texas,Female,Black or African American,2015,111,1833448
Texas,Female,Black or African American,2016,121,1872006
Texas,Female,Black or African American,2017,107,1914300
Texas,Female,Black or African American,2017,13,1914300
Texas,Female,Black or African American,2018,108,1958375
Texas,Female,White,1999,209,8716280
Texas,Female,White,1999,103,8716280
Texas,Female,White,1999,34,8716280
Texas,Female,White,1999,37,8716280
Texas,Female,White,2000,230,8815254
Texas,Female,White,2000,93,8815254
Texas,Female,White,2000,21,8815254
Texas,Female,White,2000,45,8815254
Texas,Female,White,2001,285,8985946
Texas,Female,White,2001,131,8985946
Texas,Female,White,2001,33,8985946
Texas,Female,White,2001,36,8985946
Texas,Female,White,2002,329,9118467
Texas,Female,White,2002,179,9118467
Texas,Female,White,2002,49,9118467
Texas,Female,White,2002,39,9118467
Texas,Female,White,2003,383,9250249
Texas,Female,White,2003,150,9250249
Texas,Female,White,2003,48,9250249
Texas,Female,White,2003,55,9250249
Texas,Female,White,2004,391,9382770
Texas,Female,White,2004,137,9382770
Texas,Female,White,2004,56,9382770
Texas,Female,White,2004,60,9382770
Texas,Female,White,2005,455,9519891
Texas,Female,White,2005,143,9519891
Texas,Female,White,2005,47,9519891
Texas,Female,White,2005,69,9519891
Texas,Female,White,2006,529,9705520
Texas,Female,White,2006,125,9705520
Texas,Female,White,2006,42,9705520
Texas,Female,White,2006,77,9705520
Texas,Female,White,2007,573,9881326
Texas,Female,White,2007,135,9881326
Texas,Female,White,2007,43,9881326
Texas,Female,White,2007,44,9881326
Texas,Female,White,2008,574,10053324
Texas,Female,White,2008,124,10053324
Texas,Female,White,2008,33,10053324
Texas,Female,White,2008,45,10053324
Texas,Female,White,2009,652,10229491
Texas,Female,White,2009,154,10229491
Texas,Female,White,2009,29,10229491
Texas,Female,White,2009,29,10229491
Texas,Female,White,2010,701,10349638
Texas,Female,White,2010,173,10349638
Texas,Female,White,2010,44,10349638
Texas,Female,White,2010,26,10349638
Texas,Female,White,2011,680,10540864
Texas,Female,White,2011,143,10540864
Texas,Female,White,2011,52,10540864
Texas,Female,White,2011,32,10540864
Texas,Female,White,2012,631,10650051
Texas,Female,White,2012,171,10650051
Texas,Female,White,2012,50,10650051
Texas,Female,White,2012,28,10650051
Texas,Female,White,2013,668,10770165
Texas,Female,White,2013,153,10770165
Texas,Female,White,2013,50,10770165
Texas,Female,White,2013,46,10770165
Texas,Female,White,2014,708,10956403
Texas,Female,White,2014,181,10956403
Texas,Female,White,2014,48,10956403
Texas,Female,White,2014,48,10956403
Texas,Female,White,2015,686,11124743
Texas,Female,White,2015,159,11124743
Texas,Female,White,2015,44,11124743
Texas,Female,White,2015,51,11124743
Texas,Female,White,2016,701,11254892
Texas,Female,White,2016,171,11254892
Texas,Female,White,2016,40,11254892
Texas,Female,White,2016,40,11254892
Texas,Female,White,2017,736,11385010
Texas,Female,White,2017,174,11385010
Texas,Female,White,2017,41,11385010
Texas,Female,White,2017,39,11385010
Texas,Female,White,2018,673,11498039
Texas,Female,White,2018,173,11498039
Texas,Female,White,2018,27,11498039
Texas,Female,White,2018,48,11498039
Texas,Male,American Indian or Alaska Native,2018,10,165299
Texas,Male,Asian or Pacific Islander,2011,12,552707
Texas,Male,Asian or Pacific Islander,2013,14,612332
Texas,Male,Asian or Pacific Islander,2015,16,690727
Texas,Male,Asian or Pacific Islander,2016,13,716061
Texas,Male,Asian or Pacific Islander,2017,15,751874
Texas,Male,Asian or Pacific Islander,2018,21,786310
Texas,Male,Black or African American,1999,80,1187505
Texas,Male,Black or African American,1999,10,1187505
Texas,Male,Black or African American,2000,61,1201820
Texas,Male,Black or African American,2000,13,1201820
Texas,Male,Black or African American,2001,88,1232556
Texas,Male,Black or African American,2002,103,1257563
Texas,Male,Black or African American,2002,18,1257563
Texas,Male,Black or African American,2003,116,1277360
Texas,Male,Black or African American,2003,21,1277360
Texas,Male,Black or African American,2004,125,1302552
Texas,Male,Black or African American,2004,20,1302552
Texas,Male,Black or African American,2005,131,1330938
Texas,Male,Black or African American,2005,23,1330938
Texas,Male,Black or African American,2006,156,1399438
Texas,Male,Black or African American,2006,25,1399438
Texas,Male,Black or African American,2007,146,1428447
Texas,Male,Black or African American,2007,21,1428447
Texas,Male,Black or African American,2008,82,1461166
Texas,Male,Black or African American,2008,13,1461166
Texas,Male,Black or African American,2009,136,1497356
Texas,Male,Black or African American,2010,142,1524837
Texas,Male,Black or African American,2010,10,1524837
Texas,Male,Black or African American,2010,15,1524837
Texas,Male,Black or African American,2011,149,1562295
Texas,Male,Black or African American,2011,16,1562295
Texas,Male,Black or African American,2012,161,1604609
Texas,Male,Black or African American,2013,160,1639737
Texas,Male,Black or African American,2013,12,1639737
Texas,Male,Black or African American,2014,167,1681895
Texas,Male,Black or African American,2014,10,1681895
Texas,Male,Black or African American,2014,10,1681895
Texas,Male,Black or African American,2015,175,1724117
Texas,Male,Black or African American,2015,15,1724117
Texas,Male,Black or African American,2016,240,1762079
Texas,Male,Black or African American,2016,14,1762079
Texas,Male,Black or African American,2017,277,1802959
Texas,Male,Black or African American,2017,12,1802959
Texas,Male,Black or African American,2018,341,1844873
Texas,Male,Black or African American,2018,10,1844873
Texas,Male,Black or African American,2018,21,1844873
Texas,Male,White,1999,468,8642333
Texas,Male,White,1999,102,8642333
Texas,Male,White,1999,33,8642333
Texas,Male,White,1999,105,8642333
Texas,Male,White,2000,434,8760224
Texas,Male,White,2000,95,8760224
Texas,Male,White,2000,27,8760224
Texas,Male,White,2000,120,8760224
Texas,Male,White,2001,585,8936085
Texas,Male,White,2001,127,8936085
Texas,Male,White,2001,38,8936085
Texas,Male,White,2001,100,8936085
Texas,Male,White,2002,702,9073792
Texas,Male,White,2002,121,9073792
Texas,Male,White,2002,33,9073792
Texas,Male,White,2002,112,9073792
Texas,Male,White,2003,769,9190691
Texas,Male,White,2003,136,9190691
Texas,Male,White,2003,47,9190691
Texas,Male,White,2003,141,9190691
Texas,Male,White,2004,791,9323084
Texas,Male,White,2004,140,9323084
Texas,Male,White,2004,60,9323084
Texas,Male,White,2004,137,9323084
Texas,Male,White,2005,855,9460866
Texas,Male,White,2005,118,9460866
Texas,Male,White,2005,51,9460866
Texas,Male,White,2005,136,9460866
Texas,Male,White,2006,1065,9641442
Texas,Male,White,2006,114,9641442
Texas,Male,White,2006,45,9641442
Texas,Male,White,2006,139,9641442
Texas,Male,White,2007,1036,9812975
Texas,Male,White,2007,107,9812975
Texas,Male,White,2007,39,9812975
Texas,Male,White,2007,72,9812975
Texas,Male,White,2008,1013,9984575
Texas,Male,White,2008,131,9984575
Texas,Male,White,2008,26,9984575
Texas,Male,White,2008,80,9984575
Texas,Male,White,2009,1135,10157399
Texas,Male,White,2009,141,10157399
Texas,Male,White,2009,39,10157399
Texas,Male,White,2009,55,10157399
Texas,Male,White,2010,1072,10275353
Texas,Male,White,2010,113,10275353
Texas,Male,White,2010,42,10275353
Texas,Male,White,2010,50,10275353
Texas,Male,White,2011,1198,10479326
Texas,Male,White,2011,148,10479326
Texas,Male,White,2011,54,10479326
Texas,Male,White,2011,47,10479326
Texas,Male,White,2012,1111,10611282
Texas,Male,White,2012,153,10611282
Texas,Male,White,2012,47,10611282
Texas,Male,White,2012,57,10611282
Texas,Male,White,2013,1103,10742787
Texas,Male,White,2013,129,10742787
Texas,Male,White,2013,39,10742787
Texas,Male,White,2013,93,10742787
Texas,Male,White,2014,1167,10894810
Texas,Male,White,2014,132,10894810
Texas,Male,White,2014,38,10894810
Texas,Male,White,2014,61,10894810
Texas,Male,White,2015,1220,11064156
Texas,Male,White,2015,78,11064156
Texas,Male,White,2015,43,11064156
Texas,Male,White,2015,72,11064156
Texas,Male,White,2016,1349,11192557
Texas,Male,White,2016,114,11192557
Texas,Male,White,2016,37,11192557
Texas,Male,White,2016,74,11192557
Texas,Male,White,2017,1454,11343828
Texas,Male,White,2017,114,11343828
Texas,Male,White,2017,34,11343828
Texas,Male,White,2017,72,11343828
Texas,Male,White,2018,1466,11463624
Texas,Male,White,2018,107,11463624
Texas,Male,White,2018,26,11463624
Texas,Male,White,2018,80,11463624
Utah,Female,White,1999,15,1045601
Utah,Female,White,1999,34,1045601
Utah,Female,White,2000,26,1056904
Utah,Female,White,2000,32,1056904
Utah,Female,White,2001,13,1078528
Utah,Female,White,2001,20,1078528
Utah,Female,White,2001,47,1078528
Utah,Female,White,2002,23,1095591
Utah,Female,White,2002,39,1095591
Utah,Female,White,2002,55,1095591
Utah,Female,White,2003,22,1110553
Utah,Female,White,2003,22,1110553
Utah,Female,White,2003,98,1110553
Utah,Female,White,2004,14,1128841
Utah,Female,White,2004,23,1128841
Utah,Female,White,2004,80,1128841
Utah,Female,White,2004,15,1128841
Utah,Female,White,2005,32,1153641
Utah,Female,White,2005,26,1153641
Utah,Female,White,2005,130,1153641
Utah,Female,White,2006,26,1183282
Utah,Female,White,2006,30,1183282
Utah,Female,White,2006,118,1183282
Utah,Female,White,2006,10,1183282
Utah,Female,White,2007,52,1213792
Utah,Female,White,2007,25,1213792
Utah,Female,White,2007,131,1213792
Utah,Female,White,2007,13,1213792
Utah,Female,White,2008,61,1242662
Utah,Female,White,2008,30,1242662
Utah,Female,White,2008,95,1242662
Utah,Female,White,2009,74,1268509
Utah,Female,White,2009,35,1268509
Utah,Female,White,2009,86,1268509
Utah,Female,White,2010,82,1285879
Utah,Female,White,2010,30,1285879
Utah,Female,White,2010,59,1285879
Utah,Female,White,2011,119,1307160
Utah,Female,White,2011,37,1307160
Utah,Female,White,2011,69,1307160
Utah,Female,White,2012,117,1322511
Utah,Female,White,2012,56,1322511
Utah,Female,White,2012,67,1322511
Utah,Female,White,2013,135,1341563
Utah,Female,White,2013,40,1341563
Utah,Female,White,2013,62,1341563
Utah,Female,White,2014,146,1358315
Utah,Female,White,2014,54,1358315
Utah,Female,White,2014,46,1358315
Utah,Female,White,2015,169,1379846
Utah,Female,White,2015,65,1379846
Utah,Female,White,2015,58,1379846
Utah,Female,White,2016,152,1402941
Utah,Female,White,2016,48,1402941
Utah,Female,White,2016,47,1402941
Utah,Female,White,2016,17,1402941
Utah,Female,White,2017,155,1424747
Utah,Female,White,2017,59,1424747
Utah,Female,White,2017,34,1424747
Utah,Female,White,2017,10,1424747
Utah,Female,White,2018,181,1447614
Utah,Female,White,2018,43,1447614
Utah,Female,White,2018,20,1447614
Utah,Female,White,2018,16,1447614
Utah,Male,Black or African American,2017,10,31035
Utah,Male,White,1999,14,1046887
Utah,Male,White,1999,17,1046887
Utah,Male,White,1999,105,1046887
Utah,Male,White,2000,19,1060121
Utah,Male,White,2000,11,1060121
Utah,Male,White,2000,105,1060121
Utah,Male,White,2000,11,1060121
Utah,Male,White,2001,24,1082485
Utah,Male,White,2001,17,1082485
Utah,Male,White,2001,82,1082485
Utah,Male,White,2002,45,1101243
Utah,Male,White,2002,22,1101243
Utah,Male,White,2002,98,1101243
Utah,Male,White,2002,11,1101243
Utah,Male,White,2003,31,1117290
Utah,Male,White,2003,22,1117290
Utah,Male,White,2003,141,1117290
Utah,Male,White,2004,53,1135295
Utah,Male,White,2004,31,1135295
Utah,Male,White,2004,150,1135295
Utah,Male,White,2004,35,1135295
Utah,Male,White,2005,56,1160222
Utah,Male,White,2005,16,1160222
Utah,Male,White,2005,162,1160222
Utah,Male,White,2005,33,1160222
Utah,Male,White,2006,48,1190975
Utah,Male,White,2006,27,1190975
Utah,Male,White,2006,183,1190975
Utah,Male,White,2006,26,1190975
Utah,Male,White,2007,86,1224004
Utah,Male,White,2007,29,1224004
Utah,Male,White,2007,177,1224004
Utah,Male,White,2007,21,1224004
Utah,Male,White,2008,123,1252341
Utah,Male,White,2008,35,1252341
Utah,Male,White,2008,118,1252341
Utah,Male,White,2008,12,1252341
Utah,Male,White,2009,130,1278515
Utah,Male,White,2009,40,1278515
Utah,Male,White,2009,104,1278515
Utah,Male,White,2009,20,1278515
Utah,Male,White,2010,151,1295843
Utah,Male,White,2010,31,1295843
Utah,Male,White,2010,66,1295843
Utah,Male,White,2010,11,1295843
Utah,Male,White,2011,159,1318470
Utah,Male,White,2011,33,1318470
Utah,Male,White,2011,74,1318470
Utah,Male,White,2012,210,1335953
Utah,Male,White,2012,48,1335953
Utah,Male,White,2012,87,1335953
Utah,Male,White,2013,221,1355696
Utah,Male,White,2013,43,1355696
Utah,Male,White,2013,76,1355696
Utah,Male,White,2013,11,1355696
Utah,Male,White,2014,241,1372102
Utah,Male,White,2014,35,1372102
Utah,Male,White,2014,48,1372102
Utah,Male,White,2015,243,1394868
Utah,Male,White,2015,37,1394868
Utah,Male,White,2015,52,1394868
Utah,Male,White,2015,13,1394868
Utah,Male,White,2016,289,1419374
Utah,Male,White,2016,36,1419374
Utah,Male,White,2016,45,1419374
Utah,Male,White,2016,32,1419374
Utah,Male,White,2017,288,1441606
Utah,Male,White,2017,47,1441606
Utah,Male,White,2017,38,1441606
Utah,Male,White,2017,29,1441606
Utah,Male,White,2018,295,1465924
Utah,Male,White,2018,33,1465924
Utah,Male,White,2018,19,1465924
Utah,Male,White,2018,30,1465924
Vermont,Female,White,2001,11,304919
Vermont,Female,White,2003,13,306562
Vermont,Female,White,2005,10,307054
Vermont,Female,White,2006,14,307377
Vermont,Female,White,2006,10,307377
Vermont,Female,White,2007,17,307193
Vermont,Female,White,2007,12,307193
Vermont,Female,White,2008,16,307136
Vermont,Female,White,2010,13,307385
Vermont,Female,White,2011,30,306963
Vermont,Female,White,2012,16,306327
Vermont,Female,White,2013,19,306187
Vermont,Female,White,2014,18,305831
Vermont,Female,White,2015,22,305062
Vermont,Female,White,2016,28,303396
Vermont,Female,White,2016,10,303396
Vermont,Female,White,2017,29,302415
Vermont,Female,White,2018,48,303083
Vermont,Female,White,2018,10,303083
Vermont,Male,White,2000,17,291859
Vermont,Male,White,2001,18,293464
Vermont,Male,White,2002,22,295143
Vermont,Male,White,2003,36,295968
Vermont,Male,White,2004,29,296842
Vermont,Male,White,2005,23,297326
Vermont,Male,White,2006,42,297739
Vermont,Male,White,2007,26,297792
Vermont,Male,White,2008,41,297956
Vermont,Male,White,2009,28,297773
Vermont,Male,White,2010,21,298224
Vermont,Male,White,2010,11,298224
Vermont,Male,White,2011,29,298297
Vermont,Male,White,2012,32,298027
Vermont,Male,White,2012,11,298027
Vermont,Male,White,2013,40,298064
Vermont,Male,White,2014,38,297026
Vermont,Male,White,2015,57,296162
Vermont,Male,White,2016,68,295415
Vermont,Male,White,2017,78,294832
Vermont,Male,White,2018,85,295117
Virginia,Female,Black or African American,1999,15,742318
Virginia,Female,Black or African American,2000,14,750416
Virginia,Female,Black or African American,2001,12,763001
Virginia,Female,Black or African American,2002,21,772796
Virginia,Female,Black or African American,2003,20,782122
Virginia,Female,Black or African American,2004,15,794479
Virginia,Female,Black or African American,2005,23,805494
Virginia,Female,Black or African American,2006,30,817213
Virginia,Female,Black or African American,2007,31,826416
Virginia,Female,Black or African American,2008,25,836424
Virginia,Female,Black or African American,2009,25,848125
Virginia,Female,Black or African American,2010,29,856606
Virginia,Female,Black or African American,2011,21,867987
Virginia,Female,Black or African American,2012,26,875358
Virginia,Female,Black or African American,2013,35,882842
Virginia,Female,Black or African American,2014,39,891208
Virginia,Female,Black or African American,2015,45,899678
Virginia,Female,Black or African American,2016,68,905187
Virginia,Female,Black or African American,2017,80,913419
Virginia,Female,Black or African American,2018,65,919991
Virginia,Female,Black or African American,2018,11,919991
Virginia,Female,White,1999,45,2674592
Virginia,Female,White,1999,58,2674592
Virginia,Female,White,2000,62,2692933
Virginia,Female,White,2000,61,2692933
Virginia,Female,White,2001,76,2725631
Virginia,Female,White,2001,60,2725631
Virginia,Female,White,2002,96,2752833
Virginia,Female,White,2002,41,2752833
Virginia,Female,White,2003,119,2776323
Virginia,Female,White,2003,58,2776323
Virginia,Female,White,2004,120,2808604
Virginia,Female,White,2004,46,2808604
Virginia,Female,White,2005,136,2834185
Virginia,Female,White,2005,56,2834185
Virginia,Female,White,2005,11,2834185
Virginia,Female,White,2006,137,2855532
Virginia,Female,White,2006,67,2855532
Virginia,Female,White,2007,153,2873952
Virginia,Female,White,2007,88,2873952
Virginia,Female,White,2008,180,2893402
Virginia,Female,White,2008,68,2893402
Virginia,Female,White,2008,12,2893402
Virginia,Female,White,2009,157,2918681
Virginia,Female,White,2009,73,2918681
Virginia,Female,White,2009,11,2918681
Virginia,Female,White,2010,130,2937760
Virginia,Female,White,2010,52,2937760
Virginia,Female,White,2010,13,2937760
Virginia,Female,White,2011,206,2961777
Virginia,Female,White,2011,72,2961777
Virginia,Female,White,2011,11,2961777
Virginia,Female,White,2012,179,2985063
Virginia,Female,White,2012,77,2985063
Virginia,Female,White,2012,17,2985063
Virginia,Female,White,2013,197,3000432
Virginia,Female,White,2013,75,3000432
Virginia,Female,White,2013,12,3000432
Virginia,Female,White,2013,10,3000432
Virginia,Female,White,2014,228,3012061
Virginia,Female,White,2014,72,3012061
Virginia,Female,White,2014,19,3012061
Virginia,Female,White,2015,238,3019878
Virginia,Female,White,2015,68,3019878
Virginia,Female,White,2015,15,3019878
Virginia,Female,White,2016,327,3025755
Virginia,Female,White,2016,66,3025755
Virginia,Female,White,2016,16,3025755
Virginia,Female,White,2017,358,3034708
Virginia,Female,White,2017,59,3034708
Virginia,Female,White,2018,282,3043437
Virginia,Female,White,2018,75,3043437
Virginia,Female,White,2018,15,3043437
Virginia,Female,White,2018,14,3043437
Virginia,Male,Asian or Pacific Islander,2016,12,289219
Virginia,Male,Asian or Pacific Islander,2017,13,299997
Virginia,Male,Black or African American,1999,56,680199
Virginia,Male,Black or African American,2000,60,688311
Virginia,Male,Black or African American,2001,40,699900
Virginia,Male,Black or African American,2001,12,699900
Virginia,Male,Black or African American,2002,49,707849
Virginia,Male,Black or African American,2003,50,714118
Virginia,Male,Black or African American,2004,59,725092
Virginia,Male,Black or African American,2004,12,725092
Virginia,Male,Black or African American,2005,48,735533
Virginia,Male,Black or African American,2006,47,748297
Virginia,Male,Black or African American,2006,11,748297
Virginia,Male,Black or African American,2007,51,756840
Virginia,Male,Black or African American,2008,42,766106
Virginia,Male,Black or African American,2009,40,775656
Virginia,Male,Black or African American,2010,38,784230
Virginia,Male,Black or African American,2011,50,796331
Virginia,Male,Black or African American,2012,55,804349
Virginia,Male,Black or African American,2013,61,812253
Virginia,Male,Black or African American,2013,12,812253
Virginia,Male,Black or African American,2014,67,820593
Virginia,Male,Black or African American,2015,102,830013
Virginia,Male,Black or African American,2016,165,836261
Virginia,Male,Black or African American,2016,10,836261
Virginia,Male,Black or African American,2017,187,846843
Virginia,Male,Black or African American,2017,15,846843
Virginia,Male,Black or African American,2018,197,853436
Virginia,Male,Black or African American,2018,12,853436
Virginia,Male,White,1999,131,2607592
Virginia,Male,White,1999,39,2607592
Virginia,Male,White,1999,10,2607592
Virginia,Male,White,2000,150,2631465
Virginia,Male,White,2000,30,2631465
Virginia,Male,White,2000,10,2631465
Virginia,Male,White,2000,13,2631465
Virginia,Male,White,2001,186,2668786
Virginia,Male,White,2001,56,2668786
Virginia,Male,White,2001,20,2668786
Virginia,Male,White,2002,233,2691236
Virginia,Male,White,2002,37,2691236
Virginia,Male,White,2002,10,2691236
Virginia,Male,White,2003,231,2711230
Virginia,Male,White,2003,41,2711230
Virginia,Male,White,2003,16,2711230
Virginia,Male,White,2004,248,2741401
Virginia,Male,White,2004,45,2741401
Virginia,Male,White,2004,17,2741401
Virginia,Male,White,2005,244,2771522
Virginia,Male,White,2005,46,2771522
Virginia,Male,White,2005,15,2771522
Virginia,Male,White,2006,262,2799414
Virginia,Male,White,2006,53,2799414
Virginia,Male,White,2006,11,2799414
Virginia,Male,White,2006,14,2799414
Virginia,Male,White,2007,283,2818159
Virginia,Male,White,2007,48,2818159
Virginia,Male,White,2007,15,2818159
Virginia,Male,White,2008,312,2840059
Virginia,Male,White,2008,57,2840059
Virginia,Male,White,2009,291,2863544
Virginia,Male,White,2009,54,2863544
Virginia,Male,White,2009,11,2863544
Virginia,Male,White,2010,232,2883954
Virginia,Male,White,2010,43,2883954
Virginia,Male,White,2011,341,2912061
Virginia,Male,White,2011,65,2912061
Virginia,Male,White,2012,289,2938527
Virginia,Male,White,2012,63,2938527
Virginia,Male,White,2013,388,2960629
Virginia,Male,White,2013,60,2960629
Virginia,Male,White,2013,14,2960629
Virginia,Male,White,2013,13,2960629
Virginia,Male,White,2014,434,2973554
Virginia,Male,White,2014,68,2973554
Virginia,Male,White,2014,20,2973554
Virginia,Male,White,2015,487,2983706
Virginia,Male,White,2015,47,2983706
Virginia,Male,White,2015,13,2983706
Virginia,Male,White,2015,13,2983706
Virginia,Male,White,2016,679,2985031
Virginia,Male,White,2016,38,2985031
Virginia,Male,White,2016,13,2985031
Virginia,Male,White,2016,16,2985031
Virginia,Male,White,2017,698,2993185
Virginia,Male,White,2017,59,2993185
Virginia,Male,White,2017,13,2993185
Virginia,Male,White,2017,27,2993185
Virginia,Male,White,2018,725,3002430
Virginia,Male,White,2018,37,3002430
Virginia,Male,White,2018,11,3002430
Virginia,Male,White,2018,17,3002430
Washington,Female,American Indian or Alaska Native,2003,11,60495
Washington,Female,American Indian or Alaska Native,2004,11,62648
Washington,Female,American Indian or Alaska Native,2007,17,68058
Washington,Female,American Indian or Alaska Native,2008,19,70184
Washington,Female,American Indian or Alaska Native,2009,10,72086
Washington,Female,American Indian or Alaska Native,2010,13,73569
Washington,Female,American Indian or Alaska Native,2011,20,74765
Washington,Female,American Indian or Alaska Native,2012,15,75780
Washington,Female,American Indian or Alaska Native,2013,11,77445
Washington,Female,American Indian or Alaska Native,2014,10,79278
Washington,Female,American Indian or Alaska Native,2015,17,81040
Washington,Female,American Indian or Alaska Native,2016,27,83003
